row,column,row_offset,column_offset,text,row_height_feet,column_width_feet,is_merged,merge_top,merge_left,merge_bottom,merge_right,text_size,is_bold,horizontal_alignment,vertical_alignment
15,5,15,5,"3/4""",0.03333333333333334,0.030966850693630685,True,15,5,16,5,,,,
15,6,15,6,-,0.03333333333333334,0.062770643297900025,True,15,6,16,6,,,,
15,7,15,7,-,0.03333333333333334,0.049898476712277338,True,15,7,16,7,,,,
15,8,15,8,F_,0.03333333333333334,0.02615443470745835,True,15,8,15,8,,,,
15,9,15,9,C_,0.03333333333333334,0.02615443470745828,True,15,9,15,9,,,,
15,10,15,10,6,0.03333333333333334,0.041847095531933352,True,15,10,15,10,,,,
16,0,16,0,,0.03333333333333334,0.021795362256215287,True,15,0,16,1,,,,
16,1,16,1,,0.03333333333333334,0.10374592433958478,True,15,0,16,1,,,,
16,2,16,2,,0.03333333333333334,0.06015938453670739,True,15,2,16,2,,,,
16,3,16,3,,0.03333333333333334,0.047705688906404017,True,15,3,16,3,,,,
16,4,16,4,,0.03333333333333334,0.030966850693630685,True,15,4,16,4,,,,
16,5,16,5,,0.03333333333333334,0.030966850693630685,True,15,5,16,5,,,,
16,6,16,6,,0.03333333333333334,0.062770643297900025,True,15,6,16,6,,,,
16,7,16,7,,0.03333333333333334,0.049898476712277338,True,15,7,16,7,,,,
16,8,16,8,S_,0.03333333333333334,0.02615443470745835,True,16,8,16,8,,,,
16,9,16,9,W,0.03333333333333334,0.02615443470745828,True,16,9,16,9,,,,
16,10,16,10,,0.03333333333333334,0.041847095531933352,True,16,10,16,10,,,,
17,0,17,0,Interior Slab on Grade (SOG),0.020833333333333336,0.021795362256215287,True,17,0,18,1,,,,
17,1,17,1,,0.020833333333333336,0.10374592433958478,True,17,0,18,1,,,,
17,2,17,2,"--, 
at 56 days",0.020833333333333336,0.06015938453670739,True,17,2,18,2,,,,
17,3,17,3,-,0.020833333333333336,0.047705688906404017,True,17,3,18,3,,,,
17,4,17,4,-,0.020833333333333336,0.030966850693630685,True,17,4,18,4,,,,
17,5,17,5,"3/4""",0.020833333333333336,0.030966850693630685,True,17,5,18,5,,,,
17,6,17,6,-,0.020833333333333336,0.062770643297900025,True,17,6,18,6,,,,
17,7,17,7,-,0.020833333333333336,0.049898476712277338,True,17,7,18,7,,,,
17,8,17,8,F_,0.020833333333333336,0.02615443470745835,True,17,8,17,8,,,,
17,9,17,9,C_,0.020833333333333336,0.02615443470745828,True,17,9,17,9,,,,
17,10,17,10,10,0.020833333333333336,0.041847095531933352,True,17,10,17,10,,,,
18,0,18,0,,0.020833333333333336,0.021795362256215287,True,17,0,18,1,,,,
18,1,18,1,,0.020833333333333336,0.10374592433958478,True,17,0,18,1,,,,
18,2,18,2,,0.020833333333333336,0.06015938453670739,True,17,2,18,2,,,,
18,3,18,3,,0.020833333333333336,0.047705688906404017,True,17,3,18,3,,,,
